step,reward
33094,1.6441081762313843
68574,2.455568313598633
108008,3.507272720336914
147849,4.273134231567383
189864,4.825342655181885
226266,5.314776420593262
259850,5.660192012786865
295973,4.669814109802246
335347,6.03546667098999
370006,5.866992950439453
407300,5.083442211151123
442544,5.658862113952637
476880,6.318338394165039
514959,6.026443958282471
554170,6.964894771575928
589613,7.04249382019043
622046,6.9257659912109375
654545,7.251131534576416
687187,7.3268656730651855
721793,6.362672805786133
754557,6.783092975616455
788314,7.437326431274414
823824,7.224842071533203
857512,7.321140766143799
891381,7.45145320892334
924044,7.725558280944824
957808,6.713230133056641
991268,7.147441387176514
1024212,7.497794151306152
1056820,7.428868293762207
1089259,7.1584792137146
1122954,7.310375690460205
1156792,7.121453762054443
1190215,8.095903396606445
1223968,7.263632297515869
1260129,7.872877597808838
1297216,8.253005981445312
1337506,7.794193267822266
1379282,7.247966766357422
1421937,7.395445346832275
1458193,7.3488850593566895
1497933,7.7413763999938965
1536932,7.713723659515381
1573998,8.483121871948242
1610088,8.62039852142334
1648840,8.453619003295898
1691256,6.056560516357422
1731756,6.851069927215576
1772473,8.560425758361816
1806344,8.006369590759277
1839954,8.001705169677734
1873192,8.228204727172852
1908767,7.557982921600342
1943852,7.868292808532715
1981150,8.148224830627441
2019879,8.242875099182129
2061214,8.718570709228516
2101763,8.431013107299805
2142409,8.413093566894531
2181541,8.365730285644531
2219697,8.453852653503418
2259652,8.527790069580078
2300296,9.146976470947266
2342200,8.26150894165039
2382326,8.573455810546875
2424645,8.399105072021484
2464805,8.699618339538574
2505177,8.865072250366211
2549312,8.266393661499023
2591052,9.602952003479004
2630818,8.256292343139648
2672791,9.144205093383789
2714690,8.113424301147461
2754776,8.7822265625
2797384,8.056736946105957
2839323,8.057899475097656
2879832,8.494202613830566
2920400,8.38630199432373
2961957,8.438084602355957
3002518,8.780441284179688
3043425,9.028731346130371
3085358,8.9375638961792
3127797,9.321479797363281
3168126,7.954974174499512
3207446,8.727420806884766
3248037,8.709020614624023
3286843,8.650080680847168
3327119,8.355347633361816
3367031,8.865579605102539
3406986,9.097654342651367
3447783,8.103487968444824
3494602,8.050941467285156
3534979,9.46341609954834
3572923,7.968740463256836
3611811,8.818519592285156
3652695,9.582993507385254
3694545,8.304787635803223
3740380,8.438220024108887
3781846,8.182640075683594
3820525,9.129100799560547
3860595,8.621723175048828
3901502,9.2904052734375
3942334,8.625354766845703
3983687,9.27065372467041
4024318,9.359970092773438
4065957,9.447380065917969
4105835,9.01916790008545
4147448,8.227775573730469
4192629,9.047633171081543
4237850,9.713849067687988
4279936,9.632737159729004
4322575,8.444504737854004
4362264,8.691632270812988
4401982,8.434075355529785
4443612,8.256622314453125
4484112,8.846485137939453
4526245,8.83987045288086
4567188,8.946683883666992
4607540,8.217220306396484
4647503,9.247612953186035
4687305,9.200947761535645
4727449,8.761794090270996
4773659,9.704045295715332
4819477,7.51461935043335
4862223,8.289034843444824
4903424,8.874980926513672
4947412,8.489286422729492
4988183,8.523622512817383
5028212,8.442401885986328
5069630,8.8466215133667
5112552,9.337068557739258
5154651,8.891616821289062
5198311,9.402023315429688
5239066,8.603972434997559
5282117,9.380204200744629
5322815,9.332898139953613
5364327,8.914592742919922
5407647,9.828288078308105
5455158,8.400245666503906
5497702,9.276945114135742
5541076,8.676226615905762
5581571,9.020153999328613
5628364,9.229279518127441
5670097,8.938692092895508
5710193,9.362044334411621
5751385,9.764763832092285
5793299,9.3113374710083
5834966,9.22760009765625
5876489,8.840768814086914
5918078,9.429933547973633
5959236,9.312479972839355
6002072,9.091367721557617
6045665,8.522822380065918
6087438,9.660380363464355
6130099,10.106241226196289
6173971,9.873933792114258
6220197,8.940404891967773
6262931,9.120597839355469
6306905,8.198753356933594
6349582,8.49819564819336
6392222,9.482855796813965
6437814,9.17560863494873
6482913,8.848612785339355
6523943,8.90318775177002
6565430,9.17594051361084
6610692,9.21629524230957
6656698,8.643177032470703
6698681,9.118231773376465
6742593,8.074960708618164
6785607,8.890999794006348
6828667,9.683073997497559
6870136,9.314308166503906
6913120,9.14808177947998
6955687,9.448826789855957
7001654,9.691165924072266
7043617,9.090350151062012
7086223,9.63686752319336
7127816,9.927386283874512
7168390,8.577594757080078
7210658,9.55947208404541
7253456,9.777734756469727
7298347,9.645029067993164
7341041,10.258187294006348
7392494,9.226478576660156
7435965,9.703938484191895
7480815,8.982479095458984
7528064,9.65597152709961
7568441,9.506204605102539
7608494,9.296731948852539
7652436,9.507670402526855
7694350,9.329686164855957
7741847,9.233444213867188
7783474,9.282598495483398
7827142,8.974645614624023
7873437,9.807323455810547
7915020,9.343880653381348
7957783,8.704684257507324
7996246,9.385393142700195
8039472,9.025026321411133
8084307,9.073174476623535
8128074,9.586526870727539
8169164,8.829965591430664
8211369,9.031118392944336
8250904,9.525216102600098
8294175,9.811649322509766
8338183,9.745572090148926
8380611,9.953683853149414
8424632,8.890420913696289
8468031,10.187796592712402
8510664,9.657434463500977
8555870,9.776122093200684
8598516,9.660256385803223
8645265,9.391721725463867
8688990,8.515547752380371
8729762,9.676935195922852
8771368,9.658011436462402
8814572,10.111101150512695
8858317,10.25800895690918
8902279,10.19717788696289
8951374,10.383611679077148
8994384,9.745356559753418
9036908,8.278984069824219
9083946,10.021078109741211
9126540,9.939763069152832
9168594,9.836833953857422
9212363,9.27441120147705
9254911,9.911307334899902
9301684,9.37893009185791
9345242,9.404444694519043
9389336,9.464351654052734
9438802,9.79222297668457
9479892,9.108119010925293
9519964,9.869806289672852
9564235,9.818645477294922
9610955,9.453141212463379
9659414,8.836231231689453
9700359,9.721976280212402
9741245,9.666065216064453
9783113,9.895206451416016
9826125,9.540260314941406
9867479,10.053290367126465
9911737,10.526957511901855
9953134,11.154248237609863
9998374,9.682841300964355
10046479,9.76526165008545
10088780,9.634679794311523
10130053,10.015722274780273
10174415,9.59070873260498
10220863,9.942501068115234
10265152,9.736716270446777
10308599,9.480790138244629
10348932,10.95711612701416
10391309,9.84063720703125
10433636,10.197961807250977
10477862,10.236321449279785
10519061,9.188797950744629
10565436,9.039407730102539
10608622,10.344341278076172
10652117,9.677412033081055
10702840,9.985353469848633
10751242,9.684418678283691
10799352,9.143988609313965
10841785,9.907524108886719
10883317,9.163962364196777
10926399,10.096420288085938
10967666,9.2959566116333
11008439,9.747272491455078
11058768,10.703546524047852
11101207,9.901151657104492
11147708,9.379606246948242
11189574,9.483570098876953
11230284,9.154460906982422
11273733,9.89566421508789
11316664,8.518529891967773
11358669,9.813483238220215
11400746,10.537055015563965
11443929,10.591154098510742
11485818,9.336706161499023
11524515,10.221230506896973
11565165,9.762022972106934
11605587,9.698908805847168
11644819,8.844115257263184
11686468,9.424290657043457
11727625,9.510167121887207
11768381,10.910889625549316
11811352,10.166744232177734
11857910,9.39266586303711
11899752,10.390493392944336
11942226,9.667247772216797
11985731,10.22695255279541
12033476,10.419175148010254
12075388,10.278358459472656
12118520,9.446494102478027
12159175,9.431317329406738
12202376,8.329869270324707
12243510,9.18967342376709
12287387,8.966285705566406
12329804,9.785341262817383
12375372,9.546517372131348
12418501,10.140972137451172
12463051,9.594484329223633
12509351,9.82861614227295
12554404,9.38470458984375
12598088,9.81325912475586
12641239,9.962388038635254
12685818,9.997340202331543
12729177,10.124775886535645
12773046,10.1907377243042
12816357,9.655708312988281
12859777,9.904314994812012
12901766,9.763457298278809
12949923,10.182994842529297
12992940,9.942475318908691
13034213,10.216773986816406
13077414,9.598320960998535
13119555,10.138345718383789
13161729,10.055468559265137
13204196,8.84068775177002
13243642,9.139355659484863
13286660,10.234177589416504
13330850,9.507223129272461
13373671,9.323029518127441
13413052,9.686056137084961
13453523,9.829999923706055
13494863,10.465093612670898
13541885,10.032347679138184
13587593,9.779533386230469
13628580,9.102384567260742
13668070,9.10357666015625
13710047,9.858936309814453
13750704,9.952561378479004
13793807,10.054156303405762
13836319,11.250927925109863
13878903,10.158096313476562
13920624,9.575371742248535
13963613,10.650491714477539
14006947,10.697057723999023
14050621,9.8016939163208
14091431,9.803197860717773
14134063,9.10148811340332
14182094,9.467964172363281
14222753,8.920818328857422
14265926,7.209611415863037
14313441,8.518316268920898
14355780,8.622629165649414
14402227,8.853372573852539
14445503,9.2238130569458
14488882,8.664125442504883
14531555,9.364002227783203
14573258,10.123454093933105
14624607,10.176741600036621
14668466,9.463082313537598
14716737,10.459128379821777
14758213,9.385430335998535
14799033,9.570221900939941
14841685,10.615565299987793
14887765,10.888863563537598
14934108,9.905771255493164
14974554,10.447059631347656
15018001,9.483920097351074
15062653,9.0081205368042
15108371,9.219834327697754
15155448,10.230913162231445
15198466,9.689203262329102
15240757,10.065049171447754
15287182,9.222786903381348
15330272,10.728675842285156
15377852,9.79067325592041
15422151,10.072127342224121
15464796,9.909444808959961
15506586,10.207573890686035
15551731,10.524218559265137
15604579,10.569111824035645
15647994,10.307252883911133
15692066,11.323342323303223
15735687,10.098793983459473
15779480,9.959769248962402
15822852,9.667659759521484
15864331,10.460244178771973
15911273,10.973384857177734
15955165,10.082201957702637
15997742,10.128664016723633
16041104,9.985177993774414
16085866,10.088410377502441
16131317,9.855642318725586
16174514,9.781238555908203
16216333,10.931585311889648
16265822,10.256880760192871
16309207,9.124216079711914
16353151,9.561774253845215
16398019,9.3472318649292
16444862,9.021470069885254
16486758,10.18812084197998
16530361,10.087357521057129
16581041,10.885254859924316
16624324,9.615966796875
16667423,10.130352020263672
16714150,9.979020118713379
16760006,10.371989250183105
16800901,9.972559928894043
16843370,10.025238037109375
16893065,10.564537048339844
16939015,10.454374313354492
16980658,9.779860496520996
17025195,10.269449234008789
17068846,9.405165672302246
17114370,10.533016204833984
17158269,9.11585521697998
17200757,9.238468170166016
17246956,8.829549789428711
17299623,10.054754257202148
17347277,9.803974151611328
17389646,10.40201187133789
17434536,10.094793319702148
17478566,10.4816255569458
17520193,10.70083999633789
17566004,10.293159484863281
17609655,9.604134559631348
17656143,10.757346153259277
17698197,10.190664291381836
17742523,10.365715026855469
17784171,9.962165832519531
17827050,10.258132934570312
17873718,9.308910369873047
17921818,8.870200157165527
17967904,9.810140609741211
18011494,10.107954025268555
18054402,9.776337623596191
18094516,9.546598434448242
18138433,10.204303741455078
18182784,9.958751678466797
18228988,9.512629508972168
18269854,10.25650405883789
18313506,9.421650886535645
18357802,10.233111381530762
18399199,11.194196701049805
18446596,11.24898624420166
18498483,10.28292465209961
18545002,10.188323020935059
18591555,11.062378883361816
18634908,10.212187767028809
18679110,10.823698043823242
18726664,10.812515258789062
18770602,10.265250205993652
18817542,9.634114265441895
18864868,9.815686225891113
18906512,9.577971458435059
18947041,9.021276473999023
18988594,10.503318786621094
19030850,10.666547775268555
19076276,10.272200584411621
19121826,9.772588729858398
19163714,9.692842483520508
19204003,10.661768913269043
19245029,9.179261207580566
19288085,9.302931785583496
19330116,8.759673118591309
19373491,10.951760292053223
19417028,10.951419830322266
19459510,9.578950881958008
19504970,9.8239164352417
19545621,9.713211059570312
19587826,9.206055641174316
19633995,9.253849983215332
19678249,9.620378494262695
19721793,9.716569900512695
19765353,9.439214706420898
19811656,9.308956146240234
19852707,9.760517120361328
19891773,9.81474494934082
19934465,10.591756820678711
19981176,9.741266250610352
