step,reward
50000,-300.84857177734375
100000,-325.22515869140625
150000,-293.6378173828125
200000,-286.25933837890625
250000,-285.75115966796875
300000,-257.5755615234375
350000,-238.9129638671875
400000,-190.85702514648438
450000,-238.71119689941406
500000,-217.35888671875
550000,-179.7654266357422
600000,-150.64149475097656
650000,-110.40664672851562
700000,-52.28466796875
750000,-53.15254592895508
800000,32.305179595947266
850000,81.03711700439453
900000,95.30973815917969
950000,138.87872314453125
1000000,117.74117279052734
1050000,134.50637817382812
1100000,164.85264587402344
1150000,219.97381591796875
1200000,205.47061157226562
1250000,232.4180450439453
1300000,256.3628845214844
1350000,304.6867980957031
1400000,378.9931640625
1450000,394.8966369628906
1500000,432.90179443359375
1550000,493.9046936035156
1600000,569.693359375
1650000,578.5439453125
1700000,510.5300598144531
1750000,517.2939453125
1800000,694.2113037109375
1850000,636.4735107421875
1900000,643.6762084960938
1950000,701.1759643554688
2000000,677.3363037109375
2050000,728.3143920898438
2100000,697.8191528320312
2150000,732.5760498046875
2200000,700.9937744140625
2250000,778.3961791992188
2300000,594.4848022460938
2350000,532.7418823242188
2400000,732.917724609375
2450000,573.2555541992188
2500000,638.9812622070312
2550000,696.0699462890625
2600000,637.2258911132812
2650000,632.6805419921875
2700000,719.3366088867188
2750000,552.8366088867188
2800000,848.7708129882812
2850000,592.4988403320312
2900000,619.5232543945312
2950000,877.9905395507812
3000000,712.068359375
3050000,836.7369384765625
3100000,748.6393432617188
3150000,744.8511352539062
3200000,566.0660400390625
3250000,714.7744750976562
3300000,627.782958984375
3350000,688.521240234375
3400000,865.4548950195312
3450000,904.6200561523438
3500000,903.7055053710938
3550000,947.9315795898438
3600000,908.6708984375
3650000,1012.41796875
3700000,1061.412109375
3750000,931.0323486328125
3800000,1052.25927734375
3850000,997.2623901367188
3900000,791.6013793945312
3950000,1032.43017578125
4000000,833.3905639648438
4050000,869.860595703125
4100000,492.83453369140625
4150000,858.3931274414062
4200000,732.900634765625
4250000,706.151123046875
4300000,707.8281860351562
4350000,476.6907958984375
4400000,612.1861572265625
4450000,530.8615112304688
4500000,633.3158569335938
4550000,816.418212890625
4600000,769.7387084960938
4650000,890.0138549804688
4700000,883.7105712890625
